GENIE3_links,PIDC_links,GRNBOOST2_links,phase_synchrony_links
CST3_LGALS3,PRF1_XCL2,LAMTOR1_S100A8,MAP3K7CL_PPBP
CCL3_HLA-DMA,GSN_RP11-367G6.3,HLA-DMA_KIAA0125,LAT2_XCL2
GSTP1_LITAF,S100A11_TUBB1,HLA-DPB1_VAMP8,CD2_PF4
S100A11_TYMP,ARHGAP24_MARCH2,P2RX5_PTPRCAP,ABI3_LINC00926
BLVRA_TPM4,C9orf142_HAVCR2,APOBEC3A_IFITM3,CTSW_MARCH2
CLU_GYG1,MAP3K7CL_PF4,ACRBP_SPARC,ABI3_HIST1H2AC
F13A1_IFITM3,HLA-DMB_PHACTR1,SPARC_XCL1,IGFBP7_LGALS2
FCER1G_TNFRSF1B,C9orf142_FERMT3,IGFBP7_IRF8,CTSW_IL32
FCN1_GIMAP5,SAMD3_TMEM40,C5AR1_SDPR,FCER1A_FCGR2B
GSTP1_XCL2,CCL4_PDIA3,AP001189.4_MFSD1,ACRBP_SWAP70
HLA-DPA1_MFSD1,EFHD2_LAMTOR1,AQP3_CD79B,DYNLL1_GSTP1
HINT1_HIST1H2AC,MMD_TALDO1,C5orf56_SPON2,CLDN5_LITAF
CD247_TIGIT,DYNLL1_GZMB,UBB_VAMP8,ALDH2_SPIB
IGLL5_MYL9,GNG11_TREML1,RAMP1_SMIM14,KIAA0125_TREML1
GZMK_PTGS1,PARVB_SPON2,BLNK_GZMH,FGL2_MAFB
GPX1_PRR5,HLA-DMA_SEPT5,BLNK_TTC38,DYNLL1_IL32
AC147651.3_PYCARD,PDIA3_PNOC,CEBPB_MARCH2,CST3_FCN1
IFI30_LITAF,GZMH_MZB1,ALDH2_RAMP1,GIMAP5_PGRMC1
CD160_GNLY,ARHGAP24_CLU,CDA_GSN,JAKMIP1_PLEKHF1
IFI30_IGLL5,CYBA_MARCH2,COTL1_MS4A1,LGALS1_NRGN
SEPT5_SRGN,FCN1_FPR1,F13A1_HLA-DRB1,CLDN5_GP9
BLNK_HAVCR2,AIF1_F13A1,NCF2_NCR3,IL32_RP11-367G6.3
C1orf162_PGRMC1,GSN_IGLL5,BLNK_GP9,HLA-DPB1_TYMP
GZMB_PPBP,ADAM28_CST3,C9orf142_MYL9,KLRG1_TTC38
HLA-DRB1_IFITM3,GPX1_IL1B,PLBD1_PYCARD,HIST1H2AC_TTC38
FGL2_HINT1,GP1BA_SPIB,LTB_TIGIT,ALDH2_EFHD2
CD1C_CST7,CA2_IGSF6,HAVCR2_NPC2,IGFBP7_SPIB
ARHGAP24_SWAP70,GYG1_XCL2,ITGA2B_TALDO1,JAKMIP1_PRF1
CYBA_ID2,GP1BA_JAKMIP1,FGL2_UBB,PF4_RP11-367G6.3
FGFBP2_HLA-DOB,SDPR_SMCO4,FCGR2B_HAVCR2,LAMTOR1_RP11-367G6.3
CA2_ENHO,GZMH_PTGDR,C2orf88_HLA-DQA1,MS4A1_TTC38
CCL3_IGFBP7,ABI3_TMEM40,CD247_FCGRT,COTL1_SPIB
LTB_SRGN,FCRL6_IFITM3,APOBEC3A_TYMP,PNOC_SAMD3
HLA-DQB1_LTB,ASGR1_EAF2,SERPINF1_SPON2,FCN1_HLA-DQB1
ODC1_PGRMC1,CA2_MAP3K7CL,AP001189.4_FCER1G,IFI30_LGALS1
IGFBP7_IRF8,CTSS_SPON2,MZB1_PLEKHF1,ODC1_VAMP8
FGL2_SAT1,HOPX_MZB1,NRGN_XCL2,APOBEC3G_KIAA0125
KIAA0125_KLRB1,MYL9_PARVB,MMD_SPON2,ARHGAP24_CCL4
FCGR2B_HLA-DMA,C1orf162_S1PR5,ITGA2B_PTCRA,C1orf162_HLA-DQB1
ASGR1_GRN,ARPC1B_GZMH,CEBPB_SWAP70,FCN1_SRGN
FCGR2B_HLA-DPB1,CLEC10A_PPBP,FCRL6_GSN,ARHGAP24_PKIG
CD247_HLA-DPA1,C1orf162_PDIA3,LY6G6F_PGRMC1,CEBPB_FGL2
CD37_ID2,BLVRA_MARCH2,CD19_KLRB1,LAT2_PRR5
CD2_CD79A,GNG11_NRGN,CTSS_IGLL5,ARHGAP24_MARCH2
S1PR5_TMEM40,HVCN1_PRSS23,AP001189.4_CLU,CD1C_SPIB
MAFB_SWAP70,CST7_SAMD3,ODC1_TPM4,LYAR_PNOC
GZMB_SRGN,MAFB_PRSS23,FCER1G_LGALS1,PGRMC1_PRR5
LGALS1_SRGN,BLVRA_CA2,FCN1_SRGN,C1orf162_LAMTOR1
HIST1H2AC_NCR3,CLIC3_GP1BA,FCN1_PF4,APOBEC3G_PLBD1
CCL3_IL1B,TMEM40_TREML1,GZMB_PARVB,MZB1_VAMP8
CEBPB_LITAF,CA2_MARCH2,GRN_HLA-DQA1,PARVB_VAMP8
CD19_CD2,CMTM5_FOLR3,CD2_LTB,HLA-DQB1_VAMP8
CD72_COTL1,ENHO_PYCARD,GPX1_IRF8,FGFBP2_MARCH2
HLA-DRB1_MAP3K7CL,CA2_MPP1,CTSS_LDLRAP1,DYNLL1_ODC1
ALDH2_IFITM3,ASGR1_ID2,IGSF6_TNFSF13B,IL32_PNOC
ABI3_C5orf56,CD160_CD79B,ALDH2_KIAA0125,IL32_TTC38
C2orf88_SNX29P2,HLA-DRB1_KLRB1,ASGR1_IGSF6,IL32_ITGA2B
MPP1_PHACTR1,CLEC10A_MAP3K7CL,TREML1_TSC22D1,CD79B_GP1BA
AC147651.3_CCL5,PYCARD_SEPT5,AKR1C3_CDA,CCL5_PRSS23
IFITM3_LGALS3,C5orf56_PLBD1,PTGDR_SAMD3,PLD4_SWAP70
AIF1_FGL2,IGFBP7_PRR5,HLA-DPA1_NCF2,IFI30_S100A11
ID2_SAMD3,KLRB1_LITAF,CD79B_SPON2,CCL5_FGFBP2
CDA_MPP1,CD9_LINC00936,HLA-DQB1_ZAP70,CD247_FPR1
HIST1H2AC_PARVB,IL1B_PLBD1,ALDH2_S100A11,ACRBP_PGRMC1
FPR1_HIST1H2AC,CA2_NPC2,CD247_LGALS1,FERMT3_NPC2
AKR1C3_SAT1,GNG11_ZAP70,ID2_IGLL5,IGSF6_UBB
CDA_H2AFY,NRGN_PLD4,GYG1_PHACTR1,FPR1_GZMA
ASGR1_PKIG,CD1C_PLD4,CA2_SPON2,CLEC10A_CYBA
ARPC1B_SAT1,EAF2_FCGR2B,CLU_P2RX5,IFI30_TPM4
GSTP1_IRF8,PDIA3_PYCARD,ASGR1_S100A11,SDPR_TTC38
BLVRA_FCRLA,CD2_PNOC,LTB_S100A6,ARPC1B_FCER1G
FPR1_SMCO4,HLA-DOB_MAP3K7CL,PDIA3_RGS18,HLA-DPA1_SMIM14
GPR56_PTPRCAP,S1PR5_TCL1A,CLDN5_GPX1,CLEC10A_CLEC1B
CST7_SNCA,HLA-DRB1_S100A11,CD160_GP9,LINC00936_MZB1
C5AR1_NKG7,GSN_GZMB,C1orf162_PLD4,MAFB_SAT1
CLEC1B_PF4,CD37_GSN,AP001189.4_IL1B,CD79B_PDIA3
PRF1_SPON2,PHACTR1_S100A11,ASGR1_TNFRSF1B,BLVRA_LINC00926
CTSS_TNFSF13B,IRF8_SMCO4,HLA-DRB1_MMD,NRGN_PRR5
C1orf162_PHACTR1,EFHD2_IGFBP7,HLA-DMA_MPP1,PARVB_PLD4
CST7_LST1,CMTM5_TNFSF13B,FCN1_LTB,AKR1C3_CD79B
ARPC1B_LYAR,ARHGAP24_TREML1,LINC00926_LST1,ARPC1B_NPC2
RGS18_TREML1,C5orf56_LGALS1,FCRLA_MS4A1,CLEC10A_CTSS
HLA-DPA1_ITGA2B,GZMH_LAMTOR1,GPX1_HAVCR2,CLEC10A_PLD4
ACRBP_HLA-DQA1,ODC1_PRF1,KIAA0125_MAFB,AQP3_DYNLL1
FGFBP2_GZMH,LINC00936_NCOA4,CTSW_NRGN,AC147651.3_GAS2L1
GIMAP7_HLA-DQA1,FCER1A_PTGDR,BLNK_CST3,AKR1C3_PTPRCAP
CD79B_LAT2,DYNLL1_FPR1,ALDH2_COTL1,IFI30_VAMP8
CLU_HAVCR2,PPBP_PTGDR,GIMAP5_TYMP,TALDO1_VAMP8
IGSF6_TNFSF13B,GP9_MARCH2,GSN_PRF1,GZMH_SDPR
SERPINF1_TMEM40,PYCARD_SRGN,FCER1A_ZAP70,AC147651.3_TYMP
APOBEC3G_CD37,LGALS1_PRR5,CCL3_HLA-DMB,FCGR3A_UBB
APOBEC3G_IL1B,PGRMC1_TYROBP,FCER1G_MAL,S100A12_TNFRSF1B
ARPC1B_PDIA3,ADAM28_SMIM14,KIAA0125_NKG7,TTC38_TUBB1
IL32_NKG7,CD1C_GPR56,PYCARD_TMEM40,CTSS_TYMP
BLVRA_CCL4,LAT2_PLA2G12A,APOBEC3G_GPR56,FCGR3A_SWAP70
CD37_TNFRSF1B,FCN1_HLA-DRB1,APOBEC3G_SNCA,PRF1_UBB
CLEC1B_LYAR,CLEC10A_GNG11,CCL4_FCGRT,FCER1G_IFI30
FCGR3A_FPR1,C5AR1_GP9,NCF2_SPARC,APOBEC3G_FGFBP2
HLA-DQA1_PDIA3,GP1BA_HLA-DPB1,CD79B_KLRC1,F13A1_MS4A1
FGFBP2_ID2,LGALS3_PLD4,DYNLL1_ENHO,CEBPB_S100A11
CD247_IGSF6,GNLY_PRF1,CD2_GNLY,S100A11_SRGN
ASGR1_IGSF6,ITGA2B_KIAA0125,APOBEC3A_NCF2,FPR1_LYAR
ARPC1B_ITGA2B,DYNLL1_TUBB1,MAP3K7CL_PTCRA,CCL3_RP11-367G6.3
MZB1_SNX29P2,CLDN5_UBB,AP001189.4_SNX29P2,KLRB1_SPON2
APOBEC3A_PDIA3,CA2_FGFBP2,HLA-DQA1_SAMD3,FCGRT_MZB1
GSTP1_RAMP1,HOPX_NCR3,HLA-DPB1_LINC00936,CA2_GP9
KIAA0125_PTGS1,FGL2_HLA-DRB1,HLA-DPA1_PLD4,HLA-DRB1_KLRG1
H2AFY_LAMTOR1,PLD4_PTPRCAP,IGSF6_S100A12,HLA-DQA1_TIGIT
IGSF6_SAMD3,AKR1C3_XCL1,CCL5_IGFBP7,MS4A1_TSC22D1
GIMAP5_PLD4,S1PR5_SERPINF1,CD2_PLBD1,GSN_PLD4
H2AFY_HLA-DMA,HLA-DOB_NCOA4,FCN1_SDPR,COTL1_FCN1
EAF2_IL32,FCRL6_SDPR,CST3_GRN,CD9_GPR56
H2AFY_HVCN1,HVCN1_MAP3K7CL,FPR1_HLA-DQA1,CD247_HLA-DOB
CD2_MPP1,CCL4_CLU,IGFBP7_SMCO4,HAVCR2_HLA-DQB1
C5AR1_GRN,TUBB1_XCL1,GZMA_PF4,CCL5_NCOA4
APOBEC3G_GPX1,CD72_GZMB,GRN_GZMB,C2orf88_IRF8
CCL4_MFSD1,CDA_PRSS23,FERMT3_VAMP8,GRN_KLRC1
APOBEC3G_HAVCR2,MS4A1_VAMP8,EFHD2_FCGR2B,APOBEC3A_IFITM3
FCRLA_GYG1,MARCH2_XCL2,CLU_GPR56,CA2_GZMB
GYG1_NCR3,CDA_XCL2,CLU_MPP1,SPON2_TTC38
IFITM3_NRGN,CEBPB_FCER1G,BLNK_MAL,HAVCR2_KLRC1
SMIM14_TYMP,LY6G6F_MAP3K7CL,LGALS3_PTPRCAP,LGALS2_MZB1
EFHD2_NKG7,NKG7_VAMP8,ADAM28_APOBEC3A,CD79B_GPR56
IFITM3_IL32,C9orf142_FCRL6,CLEC1B_SNX29P2,KLRG1_LGALS2
C1orf162_GPR56,FCER1A_RAMP1,CA2_FCGRT,TPM1_TPM4
AIF1_CD37,XCL1_ZAP70,C5orf56_RGS18,H2AFY_SMIM14
ASGR1_S100A6,HLA-DMA_HLA-DPA1,C5orf56_RP11-367G6.3,NCR3_PKIG
ARPC5L_PLD4,GZMB_SRGN,GAS2L1_GRN,ID2_LAMTOR1
ARPC1B_GPX1,CTSW_GZMB,ODC1_PGRMC1,MMD_PRR5
CD2_TPM4,CST7_VAMP8,CD37_HLA-DPA1,CA2_PF4
FPR1_MPP1,CA2_GPR56,AIF1_LGALS1,CCL3_S1PR5
CD37_MAFB,S100A11_SNCA,CCL5_MAP3K7CL,CD9_TPM1
LGALS2_NRGN,CA2_PLD4,C5orf56_PTGDR,AC147651.3_TREML1
LAT2_NRGN,GNG11_S100A11,MS4A6A_UBB,FERMT3_TSC22D1
ARPC1B_RAMP1,ITGA2B_NRGN,C5AR1_UBB,CCL3_FOLR3
HLA-DMA_NRGN,FERMT3_H2AFY,HINT1_LITAF,TNFSF13B_TPM1
CCL3_HLA-DMB,LY6G6F_PKIG,FCGRT_TNFSF13B,PARVB_TSC22D1
ABI3_CST7,CD1C_PNOC,SNX29P2_TSC22D1,GSTP1_LINC00936
PTPRCAP_ZAP70,BLNK_MS4A1,SDPR_SMIM14,CD79A_PF4
C1orf162_HINT1,CTSW_TMEM40,COTL1_LGALS1,GNLY_SNX29P2
LGALS2_PLD4,CYBA_HLA-DPB1,CD79A_CTSS,HVCN1_XCL1
CD247_S100A6,SPARC_TMEM40,HLA-DPA1_SNCA,CCL3_PLEKHF1
C5AR1_IRF8,RP11-367G6.3_TCL1A,GZMH_LGALS3,ID2_MAFB
CTSS_MARCH2,ARHGAP24_CLEC10A,GZMB_GZMH,HAVCR2_SMIM14
AC147651.3_HOPX,SEPT5_TREML1,MAP3K7CL_S100A6,AC147651.3_GPR56
FCER1G_SRGN,CD19_CD79A,FCER1A_FGFBP2,KLRC1_S100A6
FCN1_GAS2L1,ITGA2B_SDPR,GYG1_PYCARD,MS4A6A_NPC2
ABI3_ASGR1,ABI3_CD79A,CD72_MFSD1,CLU_ID2
CEBPB_LTB,CA2_P2RX5,SAT1_VAMP8,KLRG1_NCR3
SNCA_SNX29P2,CLEC10A_FCER1A,AP001189.4_CDA,LGALS3_MS4A6A
C1orf162_PYCARD,EFHD2_RAMP1,FCN1_HLA-DQA1,GNLY_SDPR
GPR56_TCL1A,GIMAP7_KIAA0125,MARCH2_ODC1,COTL1_FOLR3
GRN_LYAR,IL32_SRGN,AIF1_HLA-DPA1,HLA-DQB1_HLA-DRB1
IFITM3_LGALS2,CLEC10A_TMEM40,FPR1_ODC1,CA2_CCL5
CD72_HLA-DOB,HLA-DQB1_LY6G6F,HIST1H2AC_KIAA0125,HLA-DQB1_SPARC
COTL1_MARCH2,P2RX5_XCL2,MAFB_S100A6,GSN_GYG1
PLBD1_TUBB1,CLEC10A_COTL1,BLNK_TYROBP,CCL3_CST7
C5orf56_SAT1,AIF1_HAVCR2,AKR1C3_FCRL6,ARHGAP24_FCRLA
S100A6_TNFSF13B,AP001189.4_SDPR,MAFB_MS4A6A,CST7_SDPR
CD1C_LST1,CLU_FGFBP2,TALDO1_TIGIT,CCL3_TSC22D1
ASGR1_CEBPB,MAP3K7CL_SAMD3,GIMAP5_NCF2,ACRBP_ENHO
IFITM3_PYCARD,NCF2_PTPRCAP,PHACTR1_S100A11,CA2_SPON2
LAT2_PYCARD,CLEC10A_TNFRSF1B,HLA-DPB1_PNOC,ID2_IFI30
C5AR1_MAP3K7CL,LINC00936_LY6G6F,CLEC1B_COTL1,ALDH2_TSC22D1
CD79A_IGFBP7,C5orf56_PTPRCAP,LTB_TNFSF13B,AIF1_GIMAP7
SERPINF1_SPON2,ABI3_PLEKHF1,BLVRA_PKIG,ALDH2_HLA-DRB1
BLNK_CST7,CD247_GZMH,CD247_GPX1,IFI30_S100A6
SEPT5_SWAP70,CA2_MAFB,GSN_MAL,IRF8_SMCO4
H2AFY_IFITM3,GZMK_SWAP70,AIF1_IRF8,GZMB_TPM4
CCL3_GZMH,ABI3_MAFB,CDA_LGALS2,ALDH2_TPM4
LGALS2_LINC00936,HIST1H2AC_MYL9,GNG11_SNCA,ID2_PPBP
GPX1_LINC00936,ID2_TIGIT,S100A12_SDPR,APOBEC3A_LST1
KLRB1_LDLRAP1,CD160_SPIB,PLD4_S100A6,NCR3_TCL1A
HLA-DMA_LAT2,AIF1_TYROBP,CA2_CLIC3,GRN_HLA-DQB1
C9orf142_GZMA,PDIA3_RP11-367G6.3,GP1BA_MS4A6A,COTL1_HLA-DRB1
APOBEC3A_GSTP1,LST1_PLD4,ID2_PRF1,KLRC1_TPM4
HLA-DMB_SPIB,MS4A6A_PARVB,TYROBP_UBB,MMD_PRSS23
HINT1_PLBD1,FCER1G_ITGA2B,CD2_HLA-DRB1,SNX29P2_TSC22D1
CLU_PTGDR,DYNLL1_HLA-DRB1,SPIB_VAMP8,TREML1_XCL2
C9orf142_IGFBP7,FGFBP2_SDPR,CD247_IGLL5,CST3_HAVCR2
FCGRT_GYG1,ARPC1B_TYMP,CTSS_VAMP8,CA2_GZMA
GP1BA_LGALS2,MS4A1_TALDO1,CD247_HLA-DRB1,CLU_PRR5
CD9_PARVB,SDPR_TNFRSF1B,IFITM3_KLRG1,HLA-DRB1_PHACTR1
EFHD2_FOLR3,ASGR1_CD247,MYL9_NPC2,GNLY_NRGN
LY6G6F_TCL1A,IL32_S100A8,CD19_CD2,ENHO_FCGRT
C1orf162_NPC2,LGALS3_ZAP70,CLU_SPARC,FCGRT_HIST1H2AC
EAF2_MS4A1,GNG11_HLA-DQB1,CCL4_HIST1H2AC,CD9_NCF2
ABI3_TNFRSF1B,AIF1_H2AFY,GP9_TPM4,EFHD2_HLA-DRB1
CD247_IRF8,CLDN5_NCF2,CTSS_HLA-DOB,C5AR1_CYBA
BLVRA_H2AFY,GPR56_IRF8,LGALS2_NCOA4,CD19_PKIG
AP001189.4_PTGS1,GAS2L1_JAKMIP1,FCRLA_TYROBP,C1orf162_LGALS2
FCGR3A_SDPR,FCER1A_TMEM40,FCGRT_MARCH2,IGFBP7_LAMTOR1
C1orf162_TALDO1,GZMB_PLEKHF1,CST3_HLA-DQA1,CCL3_EAF2
GPX1_LTB,PLBD1_SMIM14,C1orf162_IFITM3,CD79B_SPARC
ARHGAP24_CCL5,AIF1_FCRL6,NCR3_PLA2G12A,CCL5_MARCH2
AC147651.3_GAS2L1,CD79A_LITAF,MAFB_ZAP70,ADAM28_MAP3K7CL
CST3_PTCRA,MARCH2_ODC1,CDA_SAMD3,LYAR_MARCH2
FPR1_IFITM3,TREML1_UBB,GYG1_LAMTOR1,C9orf142_PF4
DYNLL1_MPP1,CD79A_GZMB,CD79A_TPM1,CCL4_S100A12
GZMB_MYL9,BLVRA_GNLY,GZMB_PF4,ADAM28_NKG7
HOPX_KLRB1,ARPC1B_LY6G6F,ADAM28_SRGN,KLRC1_UBB
ALDH2_TNFRSF1B,FCER1A_GPX1,CD19_GSTP1,CEBPB_GIMAP7
PTGS1_S1PR5,FERMT3_LGALS3,IFI30_LGALS2,GYG1_GZMH
GNLY_TCL1A,GIMAP5_JAKMIP1,ASGR1_SNCA,C9orf142_CCL5
ODC1_SMCO4,IFI30_PHACTR1,CTSW_GNLY,CTSW_F13A1
HLA-DMB_LGALS2,AIF1_TMEM40,LDLRAP1_TREML1,AIF1_LGALS2
LYAR_PRSS23,GPR56_MFSD1,IL32_NPC2,BLVRA_PLEKHF1
LAT2_SMCO4,EFHD2_TNFRSF1B,ABI3_AQP3,KLRB1_PRR5
FCGRT_IFITM3,BLVRA_PLEKHF1,CD247_DYNLL1,CD160_GRN
FCGR3A_LGALS1,MZB1_TCL1A,ARPC1B_HLA-DOB,BLVRA_FCN1
FCGR3A_PLBD1,CCL3_IL1B,NRGN_TYMP,C1orf162_TNFRSF1B
EAF2_SPIB,NRGN_TIGIT,PARVB_S100A11,C9orf142_SAMD3
HIST1H2AC_PNOC,FCER1G_IGFBP7,C9orf142_HOPX,EFHD2_KLRB1
CYBA_EFHD2,CLEC10A_MS4A6A,DYNLL1_SNCA,HLA-DQB1_SRGN
GP9_TSC22D1,ADAM28_TNFSF13B,ARHGAP24_PKIG,ABI3_PNOC
CLU_HLA-DOB,PNOC_TREML1,NRGN_RGS18,C9orf142_JAKMIP1
S100A11_TNFRSF1B,CLEC10A_FCER1G,ARPC1B_SRGN,FOLR3_NPC2
CST3_IGLL5,HOPX_PLEKHF1,HAVCR2_MYL9,CCL3_NRGN
DYNLL1_SAT1,CD79B_PLA2G12A,SNCA_TUBB1,ARPC5L_C9orf142
PTGS1_SAMD3,EFHD2_MARCH2,CLEC1B_RAMP1,ARPC5L_GPR56
GZMB_GZMH,EAF2_GIMAP5,C1orf162_S100A11,CCL4_GP1BA
CD1C_HOPX,GZMB_TREML1,MMD_ZAP70,MARCH2_MS4A1
HLA-DMB_MMD,ARPC1B_GZMB,IFI30_PYCARD,BLVRA_CD79B
GRN_PLBD1,GIMAP7_HINT1,CD79B_IGLL5,SAMD3_TUBB1
APOBEC3A_PHACTR1,DYNLL1_PRSS23,EFHD2_TALDO1,C5AR1_FCGR3A
PTGS1_PTPRCAP,MAP3K7CL_RP11-367G6.3,ARPC5L_MS4A6A,BLVRA_NPC2
CLEC10A_GSTP1,CD79B_GIMAP5,FOLR3_MAP3K7CL,EAF2_SDPR
ABI3_H2AFY,GZMA_TALDO1,DYNLL1_FCN1,EAF2_ODC1
FGL2_IFI30,GPX1_ITGA2B,FGFBP2_LGALS1,CD79A_TSC22D1
EFHD2_GIMAP7,ALDH2_TTC38,CD79A_UBB,ALDH2_APOBEC3A
VAMP8_ZAP70,PTGDR_UBB,CD9_CDA,MPP1_SEPT5
MS4A6A_S100A6,FPR1_PARVB,CA2_CTSW,GIMAP5_HLA-DRB1
FCRLA_SNX29P2,ADAM28_DYNLL1,EFHD2_HLA-DRB1,PLBD1_S100A11
CCL4_MS4A1,IGLL5_XCL2,C5AR1_CCL5,CST7_GZMK
ARPC1B_IFI30,CTSS_HLA-DQB1,S1PR5_SNCA,HINT1_S100A8
GIMAP7_MAFB,FCGR3A_SRGN,ADAM28_MARCH2,CCL5_TREML1
HLA-DQA1_PLBD1,EAF2_HLA-DRB1,C9orf142_PRSS23,C1orf162_HLA-DPA1
NKG7_PLD4,IRF8_UBB,CLEC1B_GRN,PLD4_S100A11
LGALS2_S100A6,GNG11_PTGDR,LITAF_MARCH2,CD2_ID2
CD247_CEBPB,CST7_GSN,CST7_IGSF6,GNLY_GZMK
CCL5_NCR3,GIMAP7_HLA-DPA1,SWAP70_TPM4,FGL2_S100A11
FCGR3A_FCGRT,MZB1_PDIA3,CST3_VAMP8,AC147651.3_ZAP70
CTSS_HLA-DMA,C9orf142_MZB1,BLNK_LGALS3,CDA_NPC2
IRF8_KLRG1,ARHGAP24_PARVB,CD19_S100A8,PARVB_TREML1
PKIG_TPM4,CD37_LTB,HLA-DMB_HLA-DPA1,CCL5_GZMB
IGLL5_NKG7,KLRC1_NPC2,FGL2_LDLRAP1,CD37_TALDO1
LAT2_SWAP70,KIAA0125_MARCH2,HLA-DMB_JAKMIP1,IGFBP7_LAT2
HLA-DQA1_TSC22D1,FCRL6_PRF1,GZMA_HIST1H2AC,HLA-DPB1_S100A6
CD79B_S1PR5,BLNK_TREML1,CD72_CD79B,LITAF_SDPR
C5orf56_GZMH,NCF2_SWAP70,ARPC1B_TNFRSF1B,FCGR2B_SRGN
CLEC10A_LGALS1,SPON2_TMEM40,CD9_JAKMIP1,LTB_UBB
MARCH2_PLD4,ALDH2_C9orf142,GZMB_SMIM14,CCL5_MPP1
APOBEC3G_FPR1,NCOA4_SPARC,IGFBP7_SWAP70,CCL5_GP1BA
HOPX_PTCRA,NPC2_RAMP1,HLA-DPB1_IGFBP7,ITGA2B_PTPRCAP
CD1C_GP9,ABI3_ITGA2B,CYBA_GNG11,MS4A1_SEPT5
CD79A_CST7,BLNK_CD1C,LITAF_MPP1,HLA-DQA1_SRGN
C2orf88_S1PR5,BLVRA_SMCO4,CLU_SAT1,CCL5_LAT2
H2AFY_HLA-DPB1,RP11-367G6.3_TREML1,CD1C_PF4,LGALS2_SAT1
AIF1_IRF8,FCRL6_TIGIT,BLVRA_IGSF6,CCL4_HLA-DQA1
GSN_TPM4,ARHGAP24_PLD4,HINT1_LGALS1,COTL1_TALDO1
CEBPB_GSN,GNG11_MPP1,FCGR3A_NCF2,AP001189.4_CCL5
GZMB_TMEM40,CYBA_HLA-DQB1,SEPT5_TYROBP,CCL5_PDIA3
CD79A_PNOC,GZMK_LTB,AC147651.3_PYCARD,PF4_SEPT5
GP9_P2RX5,PLD4_RGS18,ABI3_LAT2,HINT1_PRSS23
C9orf142_CDA,NRGN_S100A8,CTSW_TALDO1,FCGR3A_S100A11
GIMAP5_PARVB,HLA-DOB_TNFRSF1B,AKR1C3_SNCA,LAT2_MS4A6A
FGL2_HLA-DQB1,CST7_XCL2,GNLY_KLRC1,CLEC10A_IGFBP7
GSN_LITAF,AKR1C3_NPC2,HAVCR2_HLA-DMB,GZMK_S100A6
PLBD1_XCL2,GYG1_SAT1,CLU_FCGRT,CD19_HVCN1
PLD4_SAMD3,CLIC3_FPR1,CD9_GYG1,ITGA2B_TSC22D1
CLU_TPM1,FCRLA_SAMD3,EAF2_PTCRA,CTSW_LGALS3
CST7_NCOA4,AKR1C3_RGS18,GIMAP7_HLA-DMB,ARPC5L_HOPX
CD79B_IGLL5,CD160_FCGR2B,CST3_SDPR,CD79B_CD9
FCGRT_GAS2L1,CLU_CTSW,ARHGAP24_TYMP,C9orf142_GSN
CLEC10A_ITGA2B,CTSW_LST1,MAP3K7CL_MS4A1,FGFBP2_NCR3
BLVRA_GZMH,IL32_LST1,LGALS1_S100A8,C9orf142_GSTP1
APOBEC3A_PRF1,FCER1G_TYROBP,HOPX_LGALS2,GZMB_TUBB1
GZMK_ODC1,GZMA_PLD4,CD79A_FCGR3A,GPR56_GZMB
CD79B_FCGRT,CST7_PLD4,LDLRAP1_ZAP70,NCR3_NKG7
FERMT3_MFSD1,HVCN1_PTGDR,SEPT5_UBB,ARPC5L_CMTM5
FPR1_LYAR,GZMA_TPM4,SPARC_TCL1A,FOLR3_HLA-DPB1
AC147651.3_EAF2,GNLY_VAMP8,HLA-DMA_IFITM3,C9orf142_PKIG
CST3_MFSD1,COTL1_S1PR5,FCGR3A_LGALS3,CDA_MAP3K7CL
CTSW_PRF1,FCER1A_FCRL6,PLBD1_XCL1,HLA-DQA1_LY6G6F
CTSW_GSN,CD9_HLA-DMB,MAL_VAMP8,CDA_TTC38
APOBEC3A_ARPC1B,HLA-DQB1_SEPT5,SWAP70_UBB,H2AFY_LGALS2
CA2_PLD4,EFHD2_FCGRT,CD1C_KIAA0125,GAS2L1_GSN
PARVB_SRGN,ARPC5L_HINT1,CD72_PLD4,HOPX_LITAF
ARPC5L_MMD,FOLR3_PTGS1,BLNK_HAVCR2,CDA_SAT1
PRSS23_S100A6,BLVRA_MZB1,TNFRSF1B_TYMP,APOBEC3A_SMIM14
FERMT3_HLA-DPA1,FGFBP2_LINC00926,KLRC1_NCOA4,AP001189.4_SMCO4
ARPC5L_PLBD1,LAMTOR1_ODC1,MZB1_PF4,LTB_SDPR
CD79B_PTPRCAP,MARCH2_PNOC,GZMH_MAL,CD72_NKG7
HIST1H2AC_LAMTOR1,FCGR3A_MYL9,ID2_LDLRAP1,CDA_GPX1
CCL5_GPX1,C2orf88_TPM4,HLA-DMB_HLA-DRB1,ARPC5L_HIST1H2AC
C1orf162_TYMP,ABI3_CLIC3,CLDN5_SMCO4,ARPC5L_PTGS1
KLRB1_MFSD1,ITGA2B_PYCARD,CLIC3_LGALS1,F13A1_KIAA0125
ABI3_HLA-DPA1,GSN_MYL9,CLDN5_ZAP70,AP001189.4_HIST1H2AC
GZMA_PTGS1,CD247_LGALS1,LST1_TIGIT,AP001189.4_KLRG1
FOLR3_LDLRAP1,BLVRA_GP9,C1orf162_TALDO1,ACRBP_H2AFY
KLRC1_PLEKHF1,CLIC3_KLRB1,MARCH2_MMD,ABI3_PLEKHF1
